0.0255,138.3
0.026,118.7
0.0265,118.6
0.027,119.3
0.0275,119.6
0.028,117.5
0.0285,117.2
0.029,117.3
0.0295,118.5
0.03,119.9
0.0305,121.0
0.031,123.9
0.0315,125.0
0.032,121.7
0.0325,123.6
0.033,121.8
0.0335,121.2
0.034,120.6
0.0345,121.7
0.035,120.7
0.0355,121.3
0.036,122.4
0.0365,121.5
0.037,121.3
0.0375,121.1
0.038,122.8
0.0385,127.1
0.039,126.0
0.0395,125.4
0.04,126.5
0.0405,123.0
0.041,121.9
0.0415,120.7
0.042,121.5
0.0425,120.7
0.043,123.6
0.0435,124.1
0.044,123.2
0.0445,120.9
0.045,120.6
0.0455,120.4
0.046,121.5
0.0465,121.0
0.047,120.7
0.0475,121.7
0.048,121.2
0.0485,121.4
0.049,121.5
0.0495,122.1
0.05,121.0
