0.0255,267.9
0.026,238.7
0.0265,248.1
0.027,239.3
0.0275,262.0
0.028,251.8
0.0285,235.5
0.029,240.2
0.0295,236.7
0.03,236.1
0.0305,233.3
0.031,231.3
0.0315,222.9
0.032,229.0
0.0325,229.4
0.033,225.1
0.0335,226.7
0.034,227.6
0.0345,226.0
0.035,233.9
0.0355,239.6
0.036,228.2
0.0365,225.9
0.037,224.9
0.0375,228.8
0.038,229.0
0.0385,229.0
0.039,232.2
0.0395,228.9
0.04,228.0
0.0405,225.9
0.041,224.7
0.0415,227.7
0.042,231.5
0.0425,232.3
0.043,231.3
0.0435,230.6
0.044,227.4
0.0445,226.0
0.045,227.0
0.0455,227.0
0.046,229.9
0.0465,229.9
0.047,226.1
0.0475,228.6
0.048,230.4
0.0485,223.4
0.049,226.6
0.0495,227.9
0.05,227.7
