0.0255,65.1
0.026,60.2
0.0265,58.4
0.027,58.9
0.0275,60.6
0.028,59.1
0.0285,60.2
0.029,60.7
0.0295,58.2
0.03,60.2
0.0305,58.8
0.031,57.4
0.0315,58.9
0.032,59.4
0.0325,59.4
0.033,59.4
0.0335,59.4
0.034,59.2
0.0345,59.1
0.035,59.3
0.0355,59.1
0.036,60.7
0.0365,59.0
0.037,59.2
0.0375,58.8
0.038,59.2
0.0385,59.2
0.039,58.7
0.0395,58.7
0.04,59.2
0.0405,59.6
0.041,59.6
0.0415,59.1
0.042,59.9
0.0425,59.5
0.043,59.9
0.0435,58.8
0.044,59.2
0.0445,59.1
0.045,59.0
0.0455,58.9
0.046,59.2
0.0465,58.9
0.047,59.0
0.0475,59.6
0.048,59.6
0.0485,59.0
0.049,59.1
0.0495,59.1
0.05,60.2
