0.0255,72.4
0.026,42.6
0.0265,34.2
0.027,33.1
0.0275,29.7
0.028,28.7
0.0285,28.8
0.029,30.0
0.0295,29.3
0.03,29.8
0.0305,28.7
0.031,28.8
0.0315,29.0
0.032,29.0
0.0325,29.6
0.033,29.5
0.0335,29.0
0.034,29.3
0.0345,29.0
0.035,29.0
0.0355,28.9
0.036,28.9
0.0365,28.9
0.037,29.0
0.0375,29.1
0.038,29.5
0.0385,29.1
0.039,29.0
0.0395,29.1
0.04,29.0
0.0405,29.0
0.041,29.1
0.0415,28.7
0.042,29.0
0.0425,29.6
0.043,30.4
0.0435,28.8
0.044,28.8
0.0445,29.1
0.045,28.6
0.0455,28.9
0.046,28.6
0.0465,29.1
0.047,28.9
0.0475,28.9
0.048,28.8
0.0485,28.8
0.049,28.9
0.0495,28.8
0.05,29.1
