0.0255,120.3
0.026,119.9
0.0265,117.9
0.027,114.1
0.0275,115.1
0.028,115.6
0.0285,114.3
0.029,112.6
0.0295,115.2
0.03,112.6
0.0305,111.7
0.031,111.9
0.0315,108.5
0.032,109.5
0.0325,108.3
0.033,109.2
0.0335,112.4
0.034,109.6
0.0345,108.8
0.035,108.2
0.0355,110.9
0.036,108.9
0.0365,109.4
0.037,112.2
0.0375,129.2
0.038,112.4
0.0385,111.8
0.039,112.7
0.0395,110.9
0.04,111.2
0.0405,111.8
0.041,109.7
0.0415,112.1
0.042,109.7
0.0425,113.2
0.043,109.9
0.0435,108.2
0.044,107.6
0.0445,108.8
0.045,110.0
0.0455,111.1
0.046,137.2
0.0465,112.6
0.047,111.3
0.0475,113.2
0.048,110.7
0.0485,111.4
0.049,114.2
0.0495,113.2
0.05,114.7
