0.0255,294.4
0.026,249.9
0.0265,243.8
0.027,243.8
0.0275,246.0
0.028,250.0
0.0285,250.3
0.029,241.9
0.0295,243.7
0.03,242.3
0.0305,245.6
0.031,247.0
0.0315,244.6
0.032,248.8
0.0325,247.7
0.033,246.6
0.0335,245.9
0.034,244.3
0.0345,247.3
0.035,247.5
0.0355,243.2
0.036,243.0
0.0365,244.7
0.037,244.0
0.0375,243.6
0.038,246.1
0.0385,244.4
0.039,244.3
0.0395,246.2
0.04,252.1
0.0405,246.2
0.041,245.7
0.0415,243.3
0.042,247.3
0.0425,246.1
0.043,244.3
0.0435,245.6
0.044,245.8
0.0445,245.1
0.045,244.7
0.0455,245.4
0.046,244.0
0.0465,244.0
0.047,246.4
0.0475,247.2
0.048,245.1
0.0485,254.5
0.049,246.3
0.0495,248.0
0.05,246.3
