0.0255,301.6
0.026,247.0
0.0265,263.7
0.027,242.9
0.0275,234.8
0.028,238.3
0.0285,243.8
0.029,232.5
0.0295,240.5
0.03,230.4
0.0305,232.6
0.031,234.7
0.0315,232.8
0.032,233.5
0.0325,235.9
0.033,231.3
0.0335,233.2
0.034,239.9
0.0345,237.1
0.035,237.4
0.0355,236.1
0.036,234.0
0.0365,232.6
0.037,233.1
0.0375,233.6
0.038,236.5
0.0385,240.6
0.039,239.0
0.0395,234.8
0.04,231.9
0.0405,234.8
0.041,232.9
0.0415,235.8
0.042,236.6
0.0425,236.3
0.043,233.3
0.0435,237.0
0.044,233.9
0.0445,233.9
0.045,232.8
0.0455,235.7
0.046,234.7
0.0465,231.3
0.047,231.5
0.0475,235.5
0.048,234.8
0.0485,237.1
0.049,234.7
0.0495,237.0
0.05,241.9
