0.0255,132.2
0.026,118.1
0.0265,120.4
0.027,120.1
0.0275,118.3
0.028,121.0
0.0285,119.2
0.029,119.3
0.0295,118.7
0.03,120.0
0.0305,119.1
0.031,118.6
0.0315,122.5
0.032,121.4
0.0325,121.7
0.033,127.1
0.0335,124.7
0.034,126.9
0.0345,123.6
0.035,124.8
0.0355,123.2
0.036,122.3
0.0365,121.8
0.037,122.0
0.0375,123.1
0.038,122.5
0.0385,122.7
0.039,123.9
0.0395,124.1
0.04,122.8
0.0405,122.7
0.041,124.7
0.0415,124.4
0.042,122.5
0.0425,122.7
0.043,122.1
0.0435,121.8
0.044,122.0
0.0445,122.5
0.045,122.5
0.0455,122.6
0.046,123.5
0.0465,121.9
0.047,122.2
0.0475,122.7
0.048,123.0
0.0485,123.8
0.049,123.8
0.0495,124.5
0.05,123.0
