0.0255,269.8
0.026,247.1
0.0265,249.8
0.027,252.7
0.0275,246.9
0.028,245.8
0.0285,245.0
0.029,240.8
0.0295,228.0
0.03,236.1
0.0305,230.0
0.031,228.4
0.0315,219.1
0.032,220.5
0.0325,221.7
0.033,221.2
0.0335,247.3
0.034,254.4
0.0345,278.9
0.035,223.3
0.0355,225.8
0.036,218.5
0.0365,220.1
0.037,221.0
0.0375,221.1
0.038,218.5
0.0385,218.7
0.039,219.6
0.0395,218.9
0.04,218.1
0.0405,219.1
0.041,218.5
0.0415,217.7
0.042,220.4
0.0425,218.8
0.043,219.0
0.0435,219.4
0.044,221.6
0.0445,222.9
0.045,219.9
0.0455,217.8
0.046,219.2
0.0465,220.1
0.047,218.4
0.0475,219.2
0.048,218.3
0.0485,219.2
0.049,220.6
0.0495,219.0
0.05,218.1
