0.0255,81.1
0.026,39.2
0.0265,31.9
0.027,31.0
0.0275,30.5
0.028,29.6
0.0285,28.7
0.029,28.5
0.0295,29.4
0.03,29.6
0.0305,28.8
0.031,27.8
0.0315,28.6
0.032,28.6
0.0325,28.3
0.033,28.4
0.0335,28.5
0.034,28.6
0.0345,28.7
0.035,29.0
0.0355,28.7
0.036,28.7
0.0365,28.7
0.037,29.1
0.0375,29.8
0.038,29.0
0.0385,29.2
0.039,29.1
0.0395,28.9
0.04,29.5
0.0405,28.6
0.041,29.3
0.0415,30.4
0.042,31.0
0.0425,29.2
0.043,28.7
0.0435,29.4
0.044,29.7
0.0445,28.7
0.045,28.7
0.0455,28.8
0.046,28.8
0.0465,28.7
0.047,28.6
0.0475,28.6
0.048,28.7
0.0485,28.7
0.049,28.6
0.0495,28.6
0.05,28.8
